city_id,invader_id,media_id,timestamp_utc
AMS,AMS_16,3646936108634454851,2025-06-03T16:38:09.124935
AMS,AMS_17,3646936108634454851,2025-06-03T16:38:09.124938
AMS,AMS_18,3646936108634454851,2025-06-03T16:38:09.124940
AMS,AMS_19,3646936108634454851,2025-06-03T16:38:09.124943
AMS,AMS_20,3646936108634454851,2025-06-03T16:38:09.124946
AMS,AMS_21,3646936108634454851,2025-06-03T16:38:09.124949
AMS,AMS_22,3646990072373618880,2025-06-03T18:25:22.088111
AMS,AMS_23,3646990072373618880,2025-06-03T18:25:22.088126
AMS,AMS_24,3646990072373618880,2025-06-03T18:25:22.088132
AMS,AMS_25,3646990072373618880,2025-06-03T18:25:22.088138
AMS,AMS_26,3646990072373618880,2025-06-03T18:25:22.088143
AIX,AIX_03,3647008907725898649,2025-06-03T19:02:47.207607
AIX,AIX_04,3647008907725898649,2025-06-03T19:02:47.207651
AIX,AIX_05,3647008907725898649,2025-06-03T19:02:47.207661
AIX,AIX_06,3647008907725898649,2025-06-03T19:02:47.207669
AIX,AIX_07,3647008907725898649,2025-06-03T19:02:47.207676
AIX,AIX_08,3647008907725898649,2025-06-03T19:02:47.207684
AIX,AIX_09,3647008907725898649,2025-06-03T19:02:47.207691
AIX,AIX_10,3647008907725898649,2025-06-03T19:02:47.207698
ANVR,ANVR_01,3647040536586731503,2025-06-03T20:05:37.895922
ANVR,ANVR_02,3647040536586731503,2025-06-03T20:05:37.895996
ANZR,ANZR_01,3647091907491232480,2025-06-03T21:47:41.696597
ANZR,ANZR_02,3647091907491232480,2025-06-03T21:47:41.696644
ANZR,ANZR_03,3647091907491232480,2025-06-03T21:47:41.696657
ANZR,ANZR_04,3647091907491232480,2025-06-03T21:47:41.696668
AVI,AVI_01,3647117262058790151,2025-06-03T22:38:04.615856
AVI,AVI_02,3647117262058790151,2025-06-03T22:38:04.615889
AVI,AVI_03,3647117262058790151,2025-06-03T22:38:04.615905
AVI,AVI_04,3647117262058790151,2025-06-03T22:38:04.615919
AVI,AVI_05,3647117262058790151,2025-06-03T22:38:04.615933
AVI,AVI_06,3647117262058790151,2025-06-03T22:38:04.615946
AVI,AVI_07,3647117262058790151,2025-06-03T22:38:04.615959
AVI,AVI_08,3647117262058790151,2025-06-03T22:38:04.615972
AVI,AVI_09,3647117262058790151,2025-06-03T22:38:04.615985
AVI,AVI_10,3647117262058790151,2025-06-03T22:38:04.615998
AVI,AVI_11,3647117262058790151,2025-06-03T22:38:04.616011
AVI,AVI_12,3647117262058790151,2025-06-03T22:38:04.616024
AVI,AVI_13,3647117262058790151,2025-06-03T22:38:04.616036
AVI,AVI_14,3647117262058790151,2025-06-03T22:38:04.616048
AVI,AVI_15,3647117262058790151,2025-06-03T22:38:04.616060
AVI,AVI_16,3647117262058790151,2025-06-03T22:38:04.616072
AVI,AVI_17,3647117262058790151,2025-06-03T22:38:04.616084
AVI,AVI_18,3647117262058790151,2025-06-03T22:38:04.616096
AVI,AVI_19,3647117262058790151,2025-06-03T22:38:04.616107
AVI,AVI_20,3647117262058790151,2025-06-03T22:38:04.616119
AVI,AVI_21,3647117262058790151,2025-06-03T22:38:04.616130
AVI,AVI_22,3647150742644691451,2025-06-03T23:44:37.397339
AVI,AVI_23,3647150742644691451,2025-06-03T23:44:37.397398
AVI,AVI_24,3647150742644691451,2025-06-03T23:44:37.397417
AVI,AVI_25,3647150742644691451,2025-06-03T23:44:37.397435
AVI,AVI_26,3647150742644691451,2025-06-03T23:44:37.397451
AVI,AVI_27,3647150742644691451,2025-06-03T23:44:37.397466
AVI,AVI_28,3647150742644691451,2025-06-03T23:44:37.397482
AVI,AVI_29,3647150742644691451,2025-06-03T23:44:37.397497
AVI,AVI_30,3647150742644691451,2025-06-03T23:44:37.397513
AVI,AVI_31,3647150742644691451,2025-06-03T23:44:37.397529
AVI,AVI_32,3647150742644691451,2025-06-03T23:44:37.397544
AVI,AVI_33,3647150742644691451,2025-06-03T23:44:37.397559
AVI,AVI_34,3647150742644691451,2025-06-03T23:44:37.397574
AVI,AVI_35,3647150742644691451,2025-06-03T23:44:37.397590
AVI,AVI_36,3647150742644691451,2025-06-03T23:44:37.397610
AVI,AVI_37,3647150742644691451,2025-06-03T23:44:37.397625
AVI,AVI_38,3647150742644691451,2025-06-03T23:44:37.397640
AVI,AVI_39,3647150742644691451,2025-06-03T23:44:37.397656
AVI,AVI_40,3647150742644691451,2025-06-03T23:44:37.397671
AVI,AVI_41,3647150742644691451,2025-06-03T23:44:37.397686
BAB,BAB_01,3647184989279411122,2025-06-04T00:52:39.740329
BAB,BAB_02,3647184989279411122,2025-06-04T00:52:39.740383
BAB,BAB_03,3647184989279411122,2025-06-04T00:52:39.740402
BAB,BAB_04,3647184989279411122,2025-06-04T00:52:39.740420
BAB,BAB_05,3647184989279411122,2025-06-04T00:52:39.740436
BAB,BAB_06,3647184989279411122,2025-06-04T00:52:39.740452
BAB,BAB_07,3647184989279411122,2025-06-04T00:52:39.740468
BAB,BAB_08,3647184989279411122,2025-06-04T00:52:39.740484
BAB,BAB_09,3647184989279411122,2025-06-04T00:52:39.740499
BAB,BAB_10,3647184989279411122,2025-06-04T00:52:39.740515
BAB,BAB_11,3647184989279411122,2025-06-04T00:52:39.740531
BAB,BAB_12,3647184989279411122,2025-06-04T00:52:39.740546
BAB,BAB_13,3647184989279411122,2025-06-04T00:52:39.740562
BAB,BAB_14,3647184989279411122,2025-06-04T00:52:39.740578
BAB,BAB_15,3647184989279411122,2025-06-04T00:52:39.740593
BAB,BAB_16,3647184989279411122,2025-06-04T00:52:39.740609
BAB,BAB_17,3647184989279411122,2025-06-04T00:52:39.740625
BAB,BAB_18,3647184989279411122,2025-06-04T00:52:39.740640
BAB,BAB_19,3647184989279411122,2025-06-04T00:52:39.740656
BAB,BAB_20,3647184989279411122,2025-06-04T00:52:39.740672
BAB,BAB_21,3647184989279411122,2025-06-04T00:52:39.740687
BAB,BAB_22,3647226718510398210,2025-06-04T02:15:35.171223
BAB,BAB_23,3647226718510398210,2025-06-04T02:15:35.171577
BAB,BAB_24,3647226718510398210,2025-06-04T02:15:35.171597
BAB,BAB_25,3647226718510398210,2025-06-04T02:15:35.171614
BAB,BAB_26,3647226718510398210,2025-06-04T02:15:35.171630
BAB,BAB_27,3647226718510398210,2025-06-04T02:15:35.171646
BAB,BAB_28,3647226718510398210,2025-06-04T02:15:35.171662
BAB,BAB_29,3647226718510398210,2025-06-04T02:15:35.171677
BAB,BAB_30,3647226718510398210,2025-06-04T02:15:35.171693
BAB,BAB_31,3647226718510398210,2025-06-04T02:15:35.171709
BAB,BAB_32,3647226718510398210,2025-06-04T02:15:35.171724
BAB,BAB_33,3647226718510398210,2025-06-04T02:15:35.171740
BAB,BAB_34,3647226718510398210,2025-06-04T02:15:35.171755
BAB,BAB_35,3647226718510398210,2025-06-04T02:15:35.171770
BAB,BAB_36,3647226718510398210,2025-06-04T02:15:35.171786
BAB,BAB_37,3647226718510398210,2025-06-04T02:15:35.171801
BAB,BAB_38,3647226718510398210,2025-06-04T02:15:35.171816
BAB,BAB_39,3647226718510398210,2025-06-04T02:15:35.171833
BAB,BAB_40,3647226718510398210,2025-06-04T02:15:35.171848
BAB,BAB_41,3647226718510398210,2025-06-04T02:15:35.171864
BAB,BAB_42,3647226718510398210,2025-06-04T02:15:35.171879
BAB,BAB_43,3647267293049677702,2025-06-04T03:36:11.395518
BAB,BAB_44,3647267293049677702,2025-06-04T03:36:11.395577
BAB,BAB_45,3647267293049677702,2025-06-04T03:36:11.395596
BAB,BAB_46,3647267293049677702,2025-06-04T03:36:11.395614
BAB,BAB_47,3647267293049677702,2025-06-04T03:36:11.395631
BAB,BAB_48,3647267293049677702,2025-06-04T03:36:11.395648
BAB,BAB_49,3647267293049677702,2025-06-04T03:36:11.395674
BAB,BAB_50,3647267293049677702,2025-06-04T03:36:11.395708
BAB,BAB_51,3647267293049677702,2025-06-04T03:36:11.395725
BAB,BAB_52,3647267293049677702,2025-06-04T03:36:11.395769
BAB,BAB_53,3647267293049677702,2025-06-04T03:36:11.395795
BAB,BAB_54,3647267293049677702,2025-06-04T03:36:11.395818
BAB,BAB_55,3647267293049677702,2025-06-04T03:36:11.395834
BAB,BAB_56,3647267293049677702,2025-06-04T03:36:11.395874
BAB,BAB_57,3647267293049677702,2025-06-04T03:36:11.395907
BAB,BAB_58,3647267293049677702,2025-06-04T03:36:11.395951
BAB,BAB_59,3647267293049677702,2025-06-04T03:36:11.395976
BAB,BAB_60,3647267293049677702,2025-06-04T03:36:11.396015
BBO,BBO_01,3647285984404720036,2025-06-04T04:13:17.781828
BBO,BBO_02,3647285984404720036,2025-06-04T04:13:17.781883
BBO,BBO_03,3647285984404720036,2025-06-04T04:13:17.781902
BBO,BBO_04,3647285984404720036,2025-06-04T04:13:17.781919
BBO,BBO_05,3647285984404720036,2025-06-04T04:13:17.781936
BBO,BBO_06,3647285984404720036,2025-06-04T04:13:17.781953
BBO,BBO_07,3647285984404720036,2025-06-04T04:13:17.781969
BBO,BBO_08,3647285984404720036,2025-06-04T04:13:17.781986
BBO,BBO_09,3647285984404720036,2025-06-04T04:13:17.782002
BBO,BBO_10,3647285984404720036,2025-06-04T04:13:17.782019
BBO,BBO_11,3647285984404720036,2025-06-04T04:13:17.782042
BBO,BBO_12,3647285984404720036,2025-06-04T04:13:17.782058
BBO,BBO_13,3647285984404720036,2025-06-04T04:13:17.782074
BBO,BBO_14,3647285984404720036,2025-06-04T04:13:17.782090
BBO,BBO_15,3647285984404720036,2025-06-04T04:13:17.782105
BBO,BBO_16,3647285984404720036,2025-06-04T04:13:17.782122
BBO,BBO_17,3647285984404720036,2025-06-04T04:13:17.782139
BBO,BBO_18,3647285984404720036,2025-06-04T04:13:17.782156
BBO,BBO_19,3647285984404720036,2025-06-04T04:13:17.782172
BBO,BBO_20,3647285984404720036,2025-06-04T04:13:17.782187
BBO,BBO_21,3647285984404720036,2025-06-04T04:13:17.782203
BBO,BBO_22,3647368862409104368,2025-06-04T06:57:57.642836
BBO,BBO_23,3647368862409104368,2025-06-04T06:57:57.642928
BBO,BBO_24,3647368862409104368,2025-06-04T06:57:57.642944
BBO,BBO_25,3647368862409104368,2025-06-04T06:57:57.642958
BBO,BBO_26,3647368862409104368,2025-06-04T06:57:57.642971
BBO,BBO_27,3647368862409104368,2025-06-04T06:57:57.642983
BBO,BBO_28,3647368862409104368,2025-06-04T06:57:57.642995
BBO,BBO_29,3647368862409104368,2025-06-04T06:57:57.643007
BBO,BBO_30,3647368862409104368,2025-06-04T06:57:57.643019
BBO,BBO_31,3647368862409104368,2025-06-04T06:57:57.643031
BBO,BBO_32,3647368862409104368,2025-06-04T06:57:57.643051
BBO,BBO_33,3647368862409104368,2025-06-04T06:57:57.643074
BBO,BBO_34,3647368862409104368,2025-06-04T06:57:57.643095
BBO,BBO_35,3647368862409104368,2025-06-04T06:57:57.643107
BBO,BBO_36,3647368862409104368,2025-06-04T06:57:57.643119
BBO,BBO_37,3647368862409104368,2025-06-04T06:57:57.643130
BBO,BBO_38,3647368862409104368,2025-06-04T06:57:57.643142
BBO,BBO_39,3647368862409104368,2025-06-04T06:57:57.643154
BBO,BBO_40,3647368862409104368,2025-06-04T06:57:57.643166
BGK,BGK_01,3647395238222744719,2025-06-04T07:50:21.104972
BGK,BGK_02,3647395238222744719,2025-06-04T07:50:21.105042
BGK,BGK_03,3647395238222744719,2025-06-04T07:50:21.105062
BGK,BGK_04,3647395238222744719,2025-06-04T07:50:21.105081
BGK,BGK_05,3647395238222744719,2025-06-04T07:50:21.105097
BGK,BGK_07,3647395238222744719,2025-06-04T07:50:21.105113
BGK,BGK_09,3647395238222744719,2025-06-04T07:50:21.105129
BGK,BGK_10,3647395238222744719,2025-06-04T07:50:21.105145
BGK,BGK_11,3647395238222744719,2025-06-04T07:50:21.105161
BGK,BGK_14,3647395238222744719,2025-06-04T07:50:21.105178
BGK,BGK_15,3647395238222744719,2025-06-04T07:50:21.105194
BGK,BGK_16,3647395238222744719,2025-06-04T07:50:21.105210
BGK,BGK_17,3647395238222744719,2025-06-04T07:50:21.105226
BGK,BGK_18,3647395238222744719,2025-06-04T07:50:21.105242
BGK,BGK_19,3647395238222744719,2025-06-04T07:50:21.105258
BGK,BGK_20,3647395238222744719,2025-06-04T07:50:21.105274
BGK,BGK_21,3647395238222744719,2025-06-04T07:50:21.105290
BGK,BGK_24,3647395238222744719,2025-06-04T07:50:21.105306
BGK,BGK_25,3647395238222744719,2025-06-04T07:50:21.105321
BGK,BGK_26,3647395238222744719,2025-06-04T07:50:21.105336
BGK,BGK_27,3647395238222744719,2025-06-04T07:50:21.105351
BGK,BGK_28,3647418193874772986,2025-06-04T08:35:57.111532
BGK,BGK_29,3647418193874772986,2025-06-04T08:35:57.111866
BGK,BGK_30,3647418193874772986,2025-06-04T08:35:57.111887
BGK,BGK_31,3647418193874772986,2025-06-04T08:35:57.111906
BGK,BGK_32,3647418193874772986,2025-06-04T08:35:57.111923
BGK,BGK_33,3647418193874772986,2025-06-04T08:35:57.111940
BGK,BGK_34,3647418193874772986,2025-06-04T08:35:57.111957
BGK,BGK_35,3647418193874772986,2025-06-04T08:35:57.111973
BGK,BGK_36,3647418193874772986,2025-06-04T08:35:57.111990
BGK,BGK_37,3647418193874772986,2025-06-04T08:35:57.112006
BGK,BGK_38,3647418193874772986,2025-06-04T08:35:57.112023
BGK,BGK_39,3647418193874772986,2025-06-04T08:35:57.112039
BGK,BGK_40,3647418193874772986,2025-06-04T08:35:57.112064
BGK,BGK_41,3647418193874772986,2025-06-04T08:35:57.112080
BGK,BGK_42,3647418193874772986,2025-06-04T08:35:57.112096
BGK,BGK_43,3647418193874772986,2025-06-04T08:35:57.112113
BGK,BGK_44,3647418193874772986,2025-06-04T08:35:57.112128
BGK,BGK_45,3647418193874772986,2025-06-04T08:35:57.112162
BGK,BGK_47,3647418193874772986,2025-06-04T08:35:57.112200
BGK,BGK_48,3647418193874772986,2025-06-04T08:35:57.112216
BGK,BGK_49,3647418193874772986,2025-06-04T08:35:57.112247
BGK,BGK_50,3647475530069296064,2025-06-04T10:29:53.433025
BGK,BGK_51,3647475530069296064,2025-06-04T10:29:53.433546
BGK,BGK_06,3647475530069296064,2025-06-04T10:29:53.433572
BGK,BGK_08,3647475530069296064,2025-06-04T10:29:53.433591
BGK,BGK_12,3647475530069296064,2025-06-04T10:29:53.433609
BGK,BGK_13,3647475530069296064,2025-06-04T10:29:53.433626
BGK,BGK_22,3647475530069296064,2025-06-04T10:29:53.433651
BGK,BGK_23,3647475530069296064,2025-06-04T10:29:53.433668
BGK,BGK_46,3647475530069296064,2025-06-04T10:29:53.433685
BRC,BRC_01,3647499725062823736,2025-06-04T11:17:58.417493
BRC,BRC_02,3647499725062823736,2025-06-04T11:17:58.417572
BRC,BRC_03,3647499725062823736,2025-06-04T11:17:58.417585
BRC,BRC_04,3647499725062823736,2025-06-04T11:17:58.417596
BRC,BRC_05,3647499725062823736,2025-06-04T11:17:58.417606
BRC,BRC_06,3647499725062823736,2025-06-04T11:17:58.417616
BRC,BRC_07,3647499725062823736,2025-06-04T11:17:58.417626
BRC,BRC_08,3647499725062823736,2025-06-04T11:17:58.417636
BRC,BRC_09,3647499725062823736,2025-06-04T11:17:58.417646
BRC,BRC_10,3647499725062823736,2025-06-04T11:17:58.417656
BRC,BRC_11,3647499725062823736,2025-06-04T11:17:58.417666
BRC,BRC_12,3647499725062823736,2025-06-04T11:17:58.417675
BRC,BRC_13,3647499725062823736,2025-06-04T11:17:58.417686
BRC,BRC_14,3647499725062823736,2025-06-04T11:17:58.417696
BRC,BRC_15,3647499725062823736,2025-06-04T11:17:58.417705
BRC,BRC_16,3647499725062823736,2025-06-04T11:17:58.417715
BRC,BRC_17,3647499725062823736,2025-06-04T11:17:58.417725
BRL,BRL_01,3647556993510842777,2025-06-04T13:11:44.625641
BRL,BRL_02,3647556993510842777,2025-06-04T13:11:44.625709
BRL,BRL_03,3647556993510842777,2025-06-04T13:11:44.625722
BRL,BRL_04,3647556993510842777,2025-06-04T13:11:44.625734
BRL,BRL_05,3647556993510842777,2025-06-04T13:11:44.625758
BRL,BRL_06,3647556993510842777,2025-06-04T13:11:44.625781
BRL,BRL_07,3647556993510842777,2025-06-04T13:11:44.625804
BRL,BRL_09,3647556993510842777,2025-06-04T13:11:44.625814
BRL,BRL_10,3647556993510842777,2025-06-04T13:11:44.625825
BRL,BRL_11,3647556993510842777,2025-06-04T13:11:44.625836
BRL,BRL_12,3647556993510842777,2025-06-04T13:11:44.625859
BRL,BRL_08,3647556993510842777,2025-06-04T13:11:44.625883
BRN,BRN_01,3647574469732794304,2025-06-04T13:46:28.009394
BRN,BRN_02,3647574469732794304,2025-06-04T13:46:28.009459
BRN,BRN_03,3647574469732794304,2025-06-04T13:46:28.009475
BRN,BRN_04,3647574469732794304,2025-06-04T13:46:28.009488
BRN,BRN_05,3647574469732794304,2025-06-04T13:46:28.009502
BRN,BRN_06,3647574469732794304,2025-06-04T13:46:28.009515
BRN,BRN_07,3647574469732794304,2025-06-04T13:46:28.009528
BRN,BRN_08,3647574469732794304,2025-06-04T13:46:28.009540
BRN,BRN_09,3647574469732794304,2025-06-04T13:46:28.009553
BRN,BRN_10,3647574469732794304,2025-06-04T13:46:28.009565
BRN,BRN_11,3647574469732794304,2025-06-04T13:46:28.009577
BRN,BRN_12,3647574469732794304,2025-06-04T13:46:28.009588
BRN,BRN_13,3647574469732794304,2025-06-04T13:46:28.009601
BRN,BRN_14,3647574469732794304,2025-06-04T13:46:28.009614
BRN,BRN_15,3647574469732794304,2025-06-04T13:46:28.009625
BRN,BRN_16,3647574469732794304,2025-06-04T13:46:28.009637
BRN,BRN_17,3647574469732794304,2025-06-04T13:46:28.009648
BRN,BRN_18,3647574469732794304,2025-06-04T13:46:28.009660
BRN,BRN_19,3647574469732794304,2025-06-04T13:46:28.009672
BRN,BRN_20,3647574469732794304,2025-06-04T13:46:28.009683
BRN,BRN_21,3647574469732794304,2025-06-04T13:46:28.009696
BRN,BRN_22,3647615506475995002,2025-06-04T15:08:03.227538
BRN,BRN_23,3647615506475995002,2025-06-04T15:08:03.227614
BRN,BRN_24,3647615506475995002,2025-06-04T15:08:03.227627
BRN,BRN_25,3647615506475995002,2025-06-04T15:08:03.227639
BRN,BRN_26,3647615506475995002,2025-06-04T15:08:03.227651
BRN,BRN_27,3647615506475995002,2025-06-04T15:08:03.227662
BRN,BRN_28,3647615506475995002,2025-06-04T15:08:03.227672
BRN,BRN_29,3647615506475995002,2025-06-04T15:08:03.227684
BSL,BSL_01,3647668960993046691,2025-06-04T16:54:12.532714
BSL,BSL_02,3647668960993046691,2025-06-04T16:54:12.532886
BSL,BSL_03,3647668960993046691,2025-06-04T16:54:12.532901
BSL,BSL_04,3647668960993046691,2025-06-04T16:54:12.532914
BSL,BSL_05,3647668960993046691,2025-06-04T16:54:12.532925
BSL,BSL_06,3647668960993046691,2025-06-04T16:54:12.532936
BSL,BSL_07,3647668960993046691,2025-06-04T16:54:12.532946
BSL,BSL_08,3647668960993046691,2025-06-04T16:54:12.532957
BSL,BSL_09,3647668960993046691,2025-06-04T16:54:12.532967
BSL,BSL_10,3647668960993046691,2025-06-04T16:54:12.532977
BSL,BSL_11,3647668960993046691,2025-06-04T16:54:12.532987
BSL,BSL_12,3647668960993046691,2025-06-04T16:54:12.532998
BSL,BSL_13,3647668960993046691,2025-06-04T16:54:12.533019
BSL,BSL_14,3647668960993046691,2025-06-04T16:54:12.533030
BSL,BSL_15,3647668960993046691,2025-06-04T16:54:12.533040
BSL,BSL_16,3647668960993046691,2025-06-04T16:54:12.533067
BSL,BSL_17,3647668960993046691,2025-06-04T16:54:12.533078
BSL,BSL_18,3647668960993046691,2025-06-04T16:54:12.533088
BSL,BSL_19,3647668960993046691,2025-06-04T16:54:12.533115
BSL,BSL_20,3647668960993046691,2025-06-04T16:54:12.533127
BSL,BSL_21,3647668960993046691,2025-06-04T16:54:12.533137
BSL,BSL_22,3647694213555185481,2025-06-04T17:44:22.065170
BSL,BSL_23,3647694213555185481,2025-06-04T17:44:22.065853
BSL,BSL_24,3647694213555185481,2025-06-04T17:44:22.065874
BSL,BSL_25,3647694213555185481,2025-06-04T17:44:22.065886
BTA,BTA_01,3647734779395327158,2025-06-04T19:04:59.115259
BTA,BTA_02,3647734779395327158,2025-06-04T19:04:59.115342
BTA,BTA_03,3647734779395327158,2025-06-04T19:04:59.115364
BTA,BTA_04,3647734779395327158,2025-06-04T19:04:59.115379
BTA,BTA_05,3647734779395327158,2025-06-04T19:04:59.115392
BTA,BTA_06,3647734779395327158,2025-06-04T19:04:59.115405
BTA,BTA_07,3647734779395327158,2025-06-04T19:04:59.115417
BTA,BTA_08,3647734779395327158,2025-06-04T19:04:59.115429
BTA,BTA_09,3647734779395327158,2025-06-04T19:04:59.115441
BTA,BTA_10,3647734779395327158,2025-06-04T19:04:59.115454
BTA,BTA_11,3647734779395327158,2025-06-04T19:04:59.115466
BTA,BTA_12,3647734779395327158,2025-06-04T19:04:59.115478
BTA,BTA_13,3647734779395327158,2025-06-04T19:04:59.115490
BTA,BTA_14,3647734779395327158,2025-06-04T19:04:59.115502
BTA,BTA_15,3647734779395327158,2025-06-04T19:04:59.115515
BTA,BTA_16,3647734779395327158,2025-06-04T19:04:59.115527
BTA,BTA_17,3647734779395327158,2025-06-04T19:04:59.115539
BTA,BTA_18,3647734779395327158,2025-06-04T19:04:59.115551
BTA,BTA_19,3647734779395327158,2025-06-04T19:04:59.115563
BTA,BTA_20,3647734779395327158,2025-06-04T19:04:59.115585
BTA,BTA_21,3647734779395327158,2025-06-04T19:04:59.115598
BTA,BTA_22,3648054235447648418,2025-06-05T05:39:41.822815
BTA,BTA_23,3648054235447648418,2025-06-05T05:39:41.822876
BTA,BTA_24,3648054235447648418,2025-06-05T05:39:41.822901
BTA,BTA_25,3648054235447648418,2025-06-05T05:39:41.822913
BTA,BTA_26,3648054235447648418,2025-06-05T05:39:41.822924
BTA,BTA_27,3648054235447648418,2025-06-05T05:39:41.822935
BTA,BTA_28,3648054235447648418,2025-06-05T05:39:41.822945
BTA,BTA_29,3648054235447648418,2025-06-05T05:39:41.822955
BTA,BTA_30,3648054235447648418,2025-06-05T05:39:41.822965
BTA,BTA_31,3648054235447648418,2025-06-05T05:39:41.822975
BTA,BTA_32,3648054235447648418,2025-06-05T05:39:41.822985
BTA,BTA_33,3648054235447648418,2025-06-05T05:39:41.822995
BTA,BTA_34,3648054235447648418,2025-06-05T05:39:41.823005
BXL,BXL_01,3648071076207309290,2025-06-05T06:13:07.582613
BXL,BXL_02,3648071076207309290,2025-06-05T06:13:07.582664
BXL,BXL_03,3648071076207309290,2025-06-05T06:13:07.582677
BXL,BXL_04,3648071076207309290,2025-06-05T06:13:07.582698
BXL,BXL_05,3648071076207309290,2025-06-05T06:13:07.582709
BXL,BXL_06,3648071076207309290,2025-06-05T06:13:07.582719
BXL,BXL_07,3648071076207309290,2025-06-05T06:13:07.582729
BXL,BXL_08,3648071076207309290,2025-06-05T06:13:07.582739
BXL,BXL_09,3648071076207309290,2025-06-05T06:13:07.582749
BXL,BXL_10,3648071076207309290,2025-06-05T06:13:07.582759
BXL,BXL_11,3648071076207309290,2025-06-05T06:13:07.582769
BXL,BXL_12,3648071076207309290,2025-06-05T06:13:07.582778
BXL,BXL_13,3648071076207309290,2025-06-05T06:13:07.582788
BXL,BXL_14,3648071076207309290,2025-06-05T06:13:07.582798
BXL,BXL_15,3648071076207309290,2025-06-05T06:13:07.582808
BXL,BXL_16,3648071076207309290,2025-06-05T06:13:07.582818
BXL,BXL_17,3648071076207309290,2025-06-05T06:13:07.582828
BXL,BXL_18,3648071076207309290,2025-06-05T06:13:07.582838
BXL,BXL_19,3648071076207309290,2025-06-05T06:13:07.582848
BXL,BXL_20,3648071076207309290,2025-06-05T06:13:07.582858
BXL,BXL_21,3648071076207309290,2025-06-05T06:13:07.582867
BXL,BXL_22,3648112034718294249,2025-06-05T07:34:31.894499
BXL,BXL_23,3648112034718294249,2025-06-05T07:34:31.894930
BXL,BXL_24,3648112034718294249,2025-06-05T07:34:31.895236
BXL,BXL_25,3648112034718294249,2025-06-05T07:34:31.895256
BXL,BXL_26,3648112034718294249,2025-06-05T07:34:31.895269
BXL,BXL_27,3648112034718294249,2025-06-05T07:34:31.895282
BXL,BXL_28,3648112034718294249,2025-06-05T07:34:31.895294
BXL,BXL_29,3648112034718294249,2025-06-05T07:34:31.895307
BXL,BXL_30,3648112034718294249,2025-06-05T07:34:31.895319
BXL,BXL_31,3648112034718294249,2025-06-05T07:34:31.895331
BXL,BXL_32,3648112034718294249,2025-06-05T07:34:31.895343
BXL,BXL_33,3648112034718294249,2025-06-05T07:34:31.895356
BXL,BXL_34,3648112034718294249,2025-06-05T07:34:31.895368
BXL,BXL_35,3648112034718294249,2025-06-05T07:34:31.895381
BXL,BXL_36,3648112034718294249,2025-06-05T07:34:31.895393
BXL,BXL_37,3648112034718294249,2025-06-05T07:34:31.895405
BXL,BXL_38,3648112034718294249,2025-06-05T07:34:31.895418
